Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ZC3HAV1","Zinc Finger CCCH-Type Containing, Antiviral 1","Protein Coding","Q7Z2W4","49","GC07M139127","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HAV1"
"PDCD6","Programmed Cell Death 6","Protein Coding","O75340","48","GC05P004301","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6"
"PTPMT1","Protein Tyrosine Phosphatase Mitochondrial 1","Protein Coding","Q8WUK0","48","GC11P048411","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPMT1"
"SMU1","SMU1 DNA Replication Regulator And Spliceosomal Factor","Protein Coding","Q2TAY7","48","GC09M033041","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMU1"
"GTF3C5","General Transcription Factor IIIC Subunit 5","Protein Coding","Q9Y5Q8","45","GC09P133030","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C5"
"DCBLD2","Discoidin, CUB And LCCL Domain Containing 2","Protein Coding","Q96PD2","44","GC03M098795","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCBLD2"
"PEBP4","Phosphatidylethanolamine Binding Protein 4","Protein Coding","Q96S96","43","GC08M022713","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP4"
"NIFK","Nucleolar Protein Interacting With The FHA Domain Of MKI67","Protein Coding","Q9BYG3","42","GC02M121726","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIFK"
"DDX27","DEAD-Box Helicase 27","Protein Coding","Q96GQ7","41","GC20P049219","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX27"
"DSCAM-AS1","DSCAM Antisense RNA 1","RNA Gene","","23","GC21P040383","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAM-AS1"
"MIR320E","MicroRNA 320e","RNA Gene","","23","GC19M101186","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320E"
"MIR656","MicroRNA 656","RNA Gene","","22","GC14P119086","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR656"
"MIR1245A","MicroRNA 1245a","RNA Gene","","19","GC02P188978","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1245A"
"MIR520E","MicroRNA 520e","RNA Gene","","15","GC19P133633","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520E"
"TRN-GTT2-1","TRNA-Asn (Anticodon GTT) 2-1","RNA Gene","","13","GC01P170100","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRN-GTT2-1"
"MIR302E","MicroRNA 302e","RNA Gene","","12","GC11P007234","1.65252387523651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR302E"
"RNF111","Ring Finger Protein 111","Protein Coding","Q6ZNA4","48","GC15P175570","1.6461398601532","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF111"
"KRT75","Keratin 75","Protein Coding","O95678","45","GC12M052425","1.64588248729706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT75"
"FOLH1","Folate Hydrolase 1","Protein Coding","Q04609","59","GC11M132494","1.63585209846497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1"
"MAF","MAF BZIP Transcription Factor","Protein Coding","O75444","58","GC16M079204","1.63585209846497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF"
"MIR514B","MicroRNA 514b","RNA Gene","","19","GC0XM147250","1.63585209846497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514B"
"MIR3150B","MicroRNA 3150b","RNA Gene","","17","GC08M095072","1.63585209846497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3150B"
"MAT2A","Methionine Adenosyltransferase 2A","Protein Coding","P31153","59","GC02P086887","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT2A"
"HABP2","Hyaluronan Binding Protein 2","Protein Coding","Q14520","57","GC10P113550","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HABP2"
"PRDX3","Peroxiredoxin 3","Protein Coding","P30048","57","GC10M119167","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX3"
"GYPA","Glycophorin A (MNS Blood Group)","Protein Coding","P02724","56","GC04M144109","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYPA"
"TCP1","T-Complex 1","Protein Coding","P17987","55","GC06M159778","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"XRN2","5'-3' Exoribonuclease 2","Protein Coding","Q9H0D6","53","GC20P021303","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2"
"DACH1","Dachshund Family Transcription Factor 1","Protein Coding","Q9UI36","50","GC13M071437","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DACH1"
"APCDD1L-DT","APCDD1L Divergent Transcript","RNA Gene","","22","GC20P058516","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APCDD1L-DT"
"MNS16A","MNS16A Minisatellite Promoter","Functional Element","","2","GC05P004388","1.63555920124054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNS16A"
"RHEB","Ras Homolog, MTORC1 Binding","Protein Coding","Q15382","63","GC07M151466","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEB"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P07948","62","GC08P055879","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"SERPINC1","Serpin Family C Member 1","Protein Coding","P01008","62","GC01M175056","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1"
"ALDH1A3","Aldehyde Dehydrogenase 1 Family Member A3","Protein Coding","P47895","59","GC15P100877","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A3"
"HRH1","Histamine Receptor H1","Protein Coding","P35367","58","GC03P024228","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1"
"RPS6KB2","Ribosomal Protein S6 Kinase B2","Protein Coding","Q9UBS0","58","GC11P067428","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB2"
"ABCG1","ATP Binding Cassette Subfamily G Member 1","Protein Coding","P45844","56","GC21P042199","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG1"
"HIPK2","Homeodomain Interacting Protein Kinase 2","Protein Coding","Q9H2X6","56","GC07M139561","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK2"
"KLK6","Kallikrein Related Peptidase 6","Protein Coding","Q92876","56","GC19M050958","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK6"
"OPA1","OPA1 Mitochondrial Dynamin Like GTPase","Protein Coding","O60313","56","GC03P193594","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPA1"
"PITX1","Paired Like Homeodomain 1","Protein Coding","P78337","56","GC05M135027","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITX1"
"UBTF","Upstream Binding Transcription Factor","Protein Coding","P17480","56","GC17M044205","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTF"
"DUT","Deoxyuridine Triphosphatase","Protein Coding","P33316","55","GC15P048331","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT"
"FABP5","Fatty Acid Binding Protein 5","Protein Coding","Q01469","55","GC08P081282","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","O00567","55","GC20P009525","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","Q8WUM4","55","GC03P033798","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"PSMD14","Proteasome 26S Subunit, Non-ATPase 14","Protein Coding","O00487","55","GC02P161308","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD14"
"NPTX1","Neuronal Pentraxin 1","Protein Coding","Q15818","54","GC17M080466","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTX1"
"TPR","Translocated Promoter Region, Nuclear Basket Protein","Protein Coding","P12270","54","GC01M186437","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPR"
"BHLHE40","Basic Helix-Loop-Helix Family Member E40","Protein Coding","O14503","53","GC03P005036","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40"
"CKAP5","Cytoskeleton Associated Protein 5","Protein Coding","Q14008","53","GC11M132456","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKAP5"
"KIF14","Kinesin Family Member 14","Protein Coding","Q15058","53","GC01M200551","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF14"
"USP13","Ubiquitin Specific Peptidase 13","Protein Coding","Q92995","53","GC03P179654","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP13"
"AMD1","Adenosylmethionine Decarboxylase 1","Protein Coding","P17707","52","GC06P110814","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMD1"
"RPL6","Ribosomal Protein L6","Protein Coding","Q02878","52","GC12M112320","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL6"
"RPL7","Ribosomal Protein L7","Protein Coding","P18124","52","GC08M073290","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7"
"SMG1","SMG1 Nonsense Mediated MRNA Decay Associated PI3K Related Kinase","Protein Coding","Q96Q15","52","GC16M027630","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG1"
"TAF6","TATA-Box Binding Protein Associated Factor 6","Protein Coding","P49848","52","GC07M106062","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF6"
"CHAF1B","Chromatin Assembly Factor 1 Subunit B","Protein Coding","Q13112","51","GC21P036385","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAF1B"
"ING4","Inhibitor Of Growth Family Member 4","Protein Coding","Q9UNL4","51","GC12M006650","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING4"
"RBM4","RNA Binding Motif Protein 4","Protein Coding","Q9BWF3","51","GC11P066638","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM4"
"TRIM29","Tripartite Motif Containing 29","Protein Coding","Q14134","51","GC11M120111","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM29"
"HERC5","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 5","Protein Coding","Q9UII4","50","GC04P088457","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC5"
"IL1RAPL2","Interleukin 1 Receptor Accessory Protein Like 2","Protein Coding","Q9NP60","50","GC0XP104566","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2"
"NOLC1","Nucleolar And Coiled-Body Phosphoprotein 1","Protein Coding","Q14978","50","GC10P102152","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOLC1"
"ZNF143","Zinc Finger Protein 143","Protein Coding","P52747","49","GC11P014539","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF143"
"AKAP4","A-Kinase Anchoring Protein 4","Protein Coding","Q5JQC9","48","GC0XM050190","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP4"
"ATG2B","Autophagy Related 2B","Protein Coding","Q96BY7","48","GC14M122050","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG2B"
"EIF3C","Eukaryotic Translation Initiation Factor 3 Subunit C","Protein Coding","Q99613","48","GC16P104783","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3C"
"FAU","FAU Ubiquitin Like And Ribosomal Protein S30 Fusion","Protein Coding","P62861","48","GC11M065120","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAU"
"FOXF2","Forkhead Box F2","Protein Coding","Q12947","48","GC06P001389","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF2"
"GEMIN5","Gem Nuclear Organelle Associated Protein 5","Protein Coding","Q8TEQ6","48","GC05M154887","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN5"
"SOX7","SRY-Box Transcription Factor 7","Protein Coding","Q9BT81","47","GC08M010723","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX7"
"PTGR1","Prostaglandin Reductase 1","Protein Coding","Q14914","46","GC09M111549","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGR1"
"ASXL3","ASXL Transcriptional Regulator 3","Protein Coding","Q9C0F0","45","GC18P033578","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL3"
"DDX46","DEAD-Box Helicase 46","Protein Coding","Q7L014","45","GC05P134758","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX46"
"GTF3C4","General Transcription Factor IIIC Subunit 4","Protein Coding","Q9UKN8","45","GC09P146891","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C4"
"TEX10","Testis Expressed 10","Protein Coding","Q9NXF1","41","GC09M100302","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX10"
"MIR1915","MicroRNA 1915","RNA Gene","","22","GC10M021496","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1915"
"PITPNA-AS1","PITPNA Antisense RNA 1","RNA Gene","","19","GC17P001516","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNA-AS1"
"SNORD50A","Small Nucleolar RNA, C/D Box 50A","RNA Gene","","19","GC06M085677","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD50A"
"LINC01224","Long Intergenic Non-Protein Coding RNA 1224","RNA Gene","","18","GC19M100722","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01224"
"TRHDE-AS1","TRHDE Antisense RNA 1","RNA Gene","","18","GC12M072240","1.62368988990784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRHDE-AS1"
"PLOD3","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 3","Protein Coding","O60568","58","GC07M101205","1.61612796783447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD3"
"PTPRG-AS1","PTPRG Antisense RNA 1","RNA Gene","","25","GC03M062248","1.61612796783447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRG-AS1"
"LINC01010","Long Intergenic Non-Protein Coding RNA 1010","RNA Gene","","15","GC06P158298","1.61612796783447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01010"
"MINDY3","MINDY Lysine 48 Deubiquitinase 3","Protein Coding","Q9H8M7","40","GC10M015778","1.615882396698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINDY3"
"FAT1","FAT Atypical Cadherin 1","Protein Coding","Q14517","52","GC04M186587","1.61025488376617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT1"
"AS3MT","Arsenite Methyltransferase","Protein Coding","Q9HBK9","51","GC10P102869","1.61025488376617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AS3MT"
"TMEM41B","Transmembrane Protein 41B","Protein Coding","Q5BJD5","47","GC11M009280","1.61025488376617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM41B"
"SLCO2A1","Solute Carrier Organic Anion Transporter Family Member 2A1","Protein Coding","Q92959","56","GC03M133932","1.6048401594162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2A1"
"TRPV3","Transient Receptor Potential Cation Channel Subfamily V Member 3","Protein Coding","Q8NET8","55","GC17M088088","1.6048401594162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV3"
"RPS6KA3","Ribosomal Protein S6 Kinase A3","Protein Coding","P51812","65","GC0XM020149","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA3"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","P36956","61","GC17M017810","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"BUB3","BUB3 Mitotic Checkpoint Protein","Protein Coding","O43684","59","GC10P123154","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB3"
"C5","Complement C5","Protein Coding","P01031","59","GC09M120933","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5"
"CA12","Carbonic Anhydrase 12","Protein Coding","O43570","59","GC15M063321","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12"
"FTL","Ferritin Light Chain","Protein Coding","P02792","58","GC19P048965","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"EGLN2","Egl-9 Family Hypoxia Inducible Factor 2","Protein Coding","Q96KS0","56","GC19P133079","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN2"
"UBC","Ubiquitin C","Protein Coding","P0CG48","56","GC12M124911","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC"
"DSC3","Desmocollin 3","Protein Coding","Q14574","55","GC18M036303","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"HNRNPDL","Heterogeneous Nuclear Ribonucleoprotein D Like","Protein Coding","O14979","55","GC04M082422","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPDL"
"PLSCR1","Phospholipid Scramblase 1","Protein Coding","O15162","54","GC03M146515","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLSCR1"
"SPINT1","Serine Peptidase Inhibitor, Kunitz Type 1","Protein Coding","O43278","52","GC15P040844","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINT1"
"AKAP12","A-Kinase Anchoring Protein 12","Protein Coding","Q02952","51","GC06P151239","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP12"
"GSTM5","Glutathione S-Transferase Mu 5","Protein Coding","P46439","51","GC01P109711","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM5"
"SLC30A5","Solute Carrier Family 30 Member 5","Protein Coding","Q8TAD4","51","GC05P069093","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A5"
"GLIPR1","GLI Pathogenesis Related 1","Protein Coding","P48060","50","GC12P075480","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIPR1"
"IFIT3","Interferon Induced Protein With Tetratricopeptide Repeats 3","Protein Coding","O14879","50","GC10P089327","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT3"
"MAFG","MAF BZIP Transcription Factor G","Protein Coding","O15525","48","GC17M081918","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFG"
"MIR1275","MicroRNA 1275","RNA Gene","","26","GC06M100431","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1275"
"LOC126862571","BRD4-Independent Group 4 Enhancer GRCh37_chr17:41243136-41244335","Functional Element","","11","GC17P136044","1.59607934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862571"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","63","GC11M116835","1.59271156787872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"PTPN6","Protein Tyrosine Phosphatase Non-Receptor Type 6","Protein Coding","P29350","62","GC12P046789","1.59271156787872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN6"
